pubblicata_da,anno_rif,cup,cup_master,ambito_soggettivo,denominazione_stazione_appaltante,codice_fiscale,codice_natura_opera,natura_opera,tipologia_opera_incompiuta,codice_tipologia_cup,tipologia_cup,localizz_cod_istat,localizz_cod_nuts,ambito_oggettivo,titolo,descrizione,dimensione_unita_misura,dimensione_valore,settore,codice_sotto_settore,sottosettore,codice_categoria,categoria,cpv,progetto_cumulativo,importo_complessivo_intervento_aggiornato_ultimo_qe,importo_lavori_aggiornato_ultimo_qe_approvato,importo_complessivo_lavori_aggiornato_ultimo_sal,oneri_necesari_per_ultimazione_lavori,importo_oneri,perc_avanzamento,sponsorizzato,finanziamento_di_prog,costo_prog,finanziamento_assegnato,copertura_finanziaria_statale,copertura_finanziaria_regionale,copertura_finanziaria_provinciale,copertura_finanziaria_comunale,altra_copertura_finanziaria_pubblica,copertura_finanziaria_privata,comunitaria,mancanza_fondi,cause_tecniche,soprav_nuove_norme_tec_disp_legge,fallim_liq_coatta_e_conc_prev,mancato_interesse_al_compl,opera_fruibile_dalla_collettivita,possibile_uso_ridim,destinazione_uso_alternativa,sentito_demanio,destinazione_uso_opera,opera_inserita_in_infrastruttura_rete,incomp_costituisce_discont_rete,anno_decisione_attuazione,data_assegnazione_cup,data_chiusura_cup,strutture_coinvolte,struttura_unica,tipo_indirizzo,indirizzo,strumento_programmazione,descrizionestrumento_programmazione,altre_informazioni,livello_sviluppo,utilita_per_collettivita,id_trasm_elenco,lat,lon
Regione Campania,2016,D43J14000090002,,Regionale,COMUNE DI ROCCARAINOLA,626900633,3,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),"a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...",55,COMPLETAMENTO DI RESTAURO,15063065,,Regionale,"PARCO MONUMENTALE E ARCHEOLOGICO DEL CASTELLO, PALAZZO BARONALE E AREE CIRCOSTANTI II� STRALCIO","RECUPERO E RESTAURO DEL PARCO MONUMENTALE ED ARCHEOLOGICO DEL CASTELLO, DEL PALAZZO BARONALE ED AREE CIRCOSTANTI",Mq,"20.000,00",5,11,"OPERE PER IL RECUPERO, VALORIZZAZIONE E FRUIZIONE DI BENI CULTURALI",96,RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI,,No,"2.098.515,00","1.528.227,99","0,00",No,,"0,00",N,,"2.098,52","2.098,52",,Si,,,,,,Si,No,No,No,No,No,No,,,In progetto per l'opera,No,,2014,08/04/2014,,"RUDERI DEL CASTELLO MEDIEVALE, PALAZZO BARONALE, ACQUEDOTTO ROMANO DELLE FONTANELLE (QANAT), AREE CIRCOSTANTI",Si,,FASCIA COLLINARE A RIDOSSO DEL CENTRO DI ROCCARAINOLA,0,,"INTERVENTO DI COMPLETAMENTO A VALERE SUI FONDI POR CAMPANIA FESR 2007-2013, NELL'AMBITO DELLE MISURE DI ACCELERAZIONE DELLA SPESA DI CUI ALLA DGR N.496/2013.",Art.4 c. 2 Lett. g),,6.269006332016E+015,40.9888731260004,14.5433756092517
Regione Puglia,2016,E83G03000020002,,Regionale,COMUNE DI PALAGIANO,80008870737,3,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),"a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...",4,RISTRUTTURAZIONE,16073021,,Regionale,PALAZZETTO DELLO SPORT,LAVORI DI RISTRUTTURAZIONE RECUPERO E MESSA A NORMA DEL PALAZZETTO DELLO SPORT,Mq,"10.000.000,00",5,12,"SPORT, SPETTACOLO E TEMPO LIBERO",98,IMPIANTI SPORTIVI,,No,"1.007.000,00","795.363,45","449.390,13",Si,"500.000,00","34,69",N,,"950,00","950,00",,Si,,,,,,,Si,,,,No,No,,,In progetto per l'opera,No,,2003,15/01/2007,,PALAZZETTO POLIVALENTE DELLO SPORT,No,,VIA SAN DOMENICO,99,,,Art.4 c. 2 Lett. g),,8.00088707372016E+017,40.5520060903734,17.0211085590247
Regione Emilia-Romagna,2016,I92J09000020004,,Regionale,COMUNE DI PARMA,162210348,3,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),"a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...",3,RECUPERO,8034027,ITD52,Regionale,OPERE DI RISANAMENTO CONSERVATIVOE RIQUALIFICAZIONE DEL CENTRO CIVICO DI FOGNANO,RISANAMENTO CONSERVATIVO E RIQUALIFICAZIONE,Mq,"708.000,00",5,8,SOCIALI E SCOLASTICHE,999,ALTRE OPERE DI EDILIZIA SOCIALE,,No,"708.000,00","489.121,64","317.283,31",Si,"300.000,00","40,21",N,,"708,00","708,00",,,,Si,,,,Si,Si,No,No,No,No,No,,,In progetto per l'opera,No,,2009,14/07/2009,,CENTRO CIVICO DI FOGNANO,No,,VIA CHIESA 2,99,Piano annuale interventi di manutenzione straordinaria,,Art.4 c. 2 Lett. g),,1.622103482016E+015,44.7936737556285,10.3275896929393
Regione Lombardia,2016,B82B05000050004,,,COMUNE DI MILANO,1199250158,,,"b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...",,,3015146,,Regionale,Laboratorio di Quartiere di Ponte Lambro.,Laboratorio di Quartiere di Ponte Lambro.,Mq,"2.638,90",5,10,,999,,,No,"7.684.429,53","4.503.638,18","2.711.254,59",Si,"242.630,81","57,12",N,N,"7.684.429,53","7.684.429,53",,Si,,Si,,,,,Si,,,,No,No,,,In progetto per l'opera,No,No,2005,,,,Si,,,,,,Art.4 c. 2 Lett. g),2,,45.4684450808024,9.17291989229152
Regione Puglia,2016,I33F06000040004,,Regionale,COMUNE DI RACALE,81001290758,3,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),"c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...",1,NUOVA REALIZZAZIONE,16075063,ITF45,Regionale,Impianto natatorio comunale.,Realizzazione di un impianto natatorio comunale.,Mq,"3.000,00",5,12,"SPORT, SPETTACOLO E TEMPO LIBERO",98,IMPIANTI SPORTIVI,45212170-8,No,"1.796.000,00","1.796.000,00","1.255.666,00",Si,"1.000.000,00","44,91",,,"1.796,00","1.796,00",,,,Si,,,,Si,No,No,No,No,No,Si,,,In progetto per l'opera,No,,2006,27/07/2006,27/06/2006,,No,,,99,Impianto natatorio,Impianto natatorio,Art.4 c. 2 Lett. g),,8.10012907582016E+017,39.9609678455176,18.0686080412435
Regione Abruzzo,2016,G23B07000120008,,Regionale,AZIENDA SANITARIA LOCALE DI PESCARA,1397530682,3,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),"b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...",4,RISTRUTTURAZIONE,13068028,,Regionale,Ristrutturazione Reparto di Neonatologia del Presidio Ospedaliero di Pescara,RISTRUTTURAZIONE REPARTO DI NEONATOLOGIA DEL P.O. DI PESCARA,Mq,"754,00",5,30,SANITARIE,111,STRUTTURE OSPEDALIERE,45454000-4,No,"1.057.538,00","627.786,68","305.543,78",No,,"48,67",N,,"1.057,54","1.057,54",Si,Si,,,Si,,,,Si,,,,Si,No,,,In progetto per l'opera,No,,2007,21/02/2012,,PRESIDIO OSPEDALIERO DI PESCARA,No,,VIA FONTE ROMANA,99,Legge 67/88 - art. 20,,Art.4 c. 2 Lett. e),,1.3975306822016E+016,42.4560126750712,14.2032946323651
"Ministero delle Infrastrutture e dei Trasporti - Dipartimento per i Trasporti, la Navigazione, gli Affari Generali e del Personale",2016,D59H05000050001,,Nazionale,Provveditorato Interreginale alle OO.PP. per la Toscana Marche Umbria - Firenze,80027890484,3,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),"a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...",1,NUOVA REALIZZAZIONE,9047014,ITE13,Nazionale,Pistoia G.d.F. Comando nuova opera completamento edificio alloggi,PER. 85 (BIS-TER-QUATER) - REALIZZAZIONE DELLA NUOVA SEDE DEL COMANDO PROVINCIALE DELLA GUARDIA DI FINANZA DI PISTOIA,Mq,"2.200,00",5,36,PUBBLICA SICUREZZA,999,ALTRE OPERE PER LA PUBBLICA SICUREZZA,45216110-8,No,"17.000.000,00","11.050.000,00","10.718.500,00",No,,"97,00",N,,"17.059,23","17.059,23",Si,,,,,,,Si,No,No,No,No,Si,Si,,,In progetto per l'opera,No,,2005,08/08/2011,,NUOVA SEDE DEL COMANDO PROVINCIALE DELLA GUARDIA DI FINANZA DI PISTOIA,No,,VIA NICCOLO' MACHIAVELLI 11,0,,,Art.4 c. 2 Lett. b),,8.00278904842016E+017,43.9768509993626,10.9156594754764
"Ministero delle Infrastrutture e dei Trasporti - Dipartimento per i Trasporti, la Navigazione, gli Affari Generali e del Personale",2016,B56G06000060007,,Nazionale,Consorzio Autostrade Siciliane,1962420830,3,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),"a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...",51,COMPLETAMENTO DI NUOVA REALIZZAZIONE,0,ITG19,Nazionale,Casello barriera di esazione pedaggi stazione di Noto 1� tronco SR- Rosolini Lotto 4,Casello barriera esazione pedaggi stazione di Noto 1� tronco SR-Rosolini Lotto 4,Mq,"500,00",1,1,STRADALI,11,AUTOSTRADE,45223000-6,No,"2.152.761,68","1.734.286,55","1.677.564,55",Si,"56.722,00","93,67",,,"1.688,60","1.688,60",Si,,,,,,Si,No,No,No,Si,No,Si,No,,,In progetto per l'opera,Si,No,2006,26/07/2006,,,No,,,99,PROGRAMMA OPERATIVIO REGIONALE (POR) sicila,PROGRAMMA OPERATIVIO REGIONALE (POR) sicila,Art.4 c. 2 Lett. b),,1.9624208302016E+016,,
"Ministero delle Infrastrutture e dei Trasporti - Dipartimento per i Trasporti, la Navigazione, gli Affari Generali e del Personale",2016,D32F11000090001,,Nazionale,Provveditorato Interreginale alle OO.PP. per la Toscana Marche Umbria - Firenze,80027890484,3,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),"a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...",3,RECUPERO,11042002,ITE32,Nazionale,Ancona Caserma VV FF Completamento recinzione,"LAVORI DI RAZIONALIZZAZIONE  
E VALORIZZAZIONE DELL'AREA DEMANIALE  DISTINATA A COMANDO DEI VIGILI  
DEL FUOCO DI ANCONA",Mq,"9.726,00",5,99,ALTRE OPERE ED INFRASTRUTTURE SOCIALI,999,ALTRE OPERE DI EDILIZIA PUBBLICA,45216121-8,No,"10.000.000,00","8.000.000,00","7.440.000,00",,,"93,00",N,,"9.700,00","9.700,00",Si,,,,,,,Si,,,,,Si,Si,,,In progetto per l'opera,No,,2011,27/09/2011,,"LAVORI DI RAZIONALIZZAZIONE  
E VALORIZZAZIONE DELL'AREA DEMANIALE  DISTINATA A COMANDO DEI VIGILI  
DEL FUOCO DI ANCONA",No,,VIA VALLE MIANO,0,,,Art.4 c. 2 Lett. b),,8.00278904842016E+017,43.5727113144653,13.4918590188619
"Ministero delle Infrastrutture e dei Trasporti - Dipartimento per i Trasporti, la Navigazione, gli Affari Generali e del Personale",2016,D89E03000020001,,Nazionale,MINISTRO DELLE INFRASTRUTTURE E DEI TRASPORTI PROVVEDITORATO ALLE OO.PP. PER IL LAZIO ABRUZZO E SARDEGNA,97350070583,3,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),"b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...",1,NUOVA REALIZZAZIONE,12058091,,Nazionale,realizzazione comparto alloggiativo scuola ufficiali Carabinieri caserma Ugo de Carolis - roma -,LAVORI DI REALIZZAZIONE DI UN COMPARTO ALLOGGIATIVO SCUOLA UFFICIALI CARABINIERI - CASERMA UGO DE CAROLIS - ROMA,Mc,"50.000,00",5,32,DIFESA,90,CASERME,45000000-7,No,"16.377.852,00","12.408.158,00","11.980.132,00",Si,"1.000.000,00","89,35",N,,"9.998,04","9.998,04",Si,,,,,,,Si,No,No,No,No,Si,Si,,,In progetto per l'opera,No,,2003,04/04/2011,,SCUOLA UFFICIALI CARABINIERI   ROMA,No,,VIA AURELIA 511,3,FONDI MINISTERO INFRASTRUTTURE,,Art.4 c. 2 Lett. b),,9.73500705832016E+017,41.8856460823888,12.4608743841537
"Ministero delle Infrastrutture e dei Trasporti - Dipartimento per i Trasporti, la Navigazione, gli Affari Generali e del Personale",2016,D56B13000020001,,Nazionale,Provveditorato Interreginale alle OO.PP. per la Toscana Marche Umbria - Firenze,80027890484,3,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),"a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...",7,MANUTENZIONE STRAORDINARIA,9047014,ITE13,Nazionale,Pistoia Comando Provinciale CC Completamento Poligono,PER. 98 - LAVORI DI S.U. PER CADUTA LASTRE DALLE FACCIATE DEL COMANDO PROVINCIALE DEI CARABINIERI DI PISTOIA,Mq,"2.400,00",5,32,DIFESA,999,ALTRA EDILIZIA MILITARE,45216110-8,No,"9.296.000,00","7.436.800,00","6.544.384,00",,,"88,00",N,,"180,63","180,63",Si,,,,,,,Si,,,,,Si,Si,,,In progetto per l'opera,No,,2013,30/04/2013,,COMANDO PROVINCIALE DEI CARABINIERI DI PISTOIA,No,,VIALE ITALIA 78,0,,,Art.4 c. 2 Lett. b),,8.00278904842016E+017,43.9768509993626,10.9156594754764
"Ministero delle Infrastrutture e dei Trasporti - Dipartimento per i Trasporti, la Navigazione, gli Affari Generali e del Personale",2016,B56G06000060007,,Nazionale,Consorzio Autostrade Siciliane,1962420830,3,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),"a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...",51,COMPLETAMENTO DI NUOVA REALIZZAZIONE,0,ITG19,Nazionale,Casello barriera esazione pedaggi Stazione di Avola 1� tronco SR-Rosolini Lotto 3,Casello barriera esazione pedaggi stazione di Avola 1� tronco  SR-Rosolini Lotto 3,Mq,"500,00",1,1,STRADALI,11,AUTOSTRADE,45223000-6,No,"1.849.446,72","1.421.018,92","1.300.462,98",Si,"120.555,94","84,36",,,"1.688,60","1.688,60",Si,,,,,,Si,No,No,No,Si,No,Si,No,,,In progetto per l'opera,Si,No,2006,26/07/2006,30/12/2000,,No,,,99,PROGRAMMA OPERATIVIO REGIONALE (POR) sicila,PROGRAMMA OPERATIVIO REGIONALE (POR) sicila,Art.4 c. 2 Lett. b),,1.9624208302016E+016,,
"Ministero delle Infrastrutture e dei Trasporti - Dipartimento per i Trasporti, la Navigazione, gli Affari Generali e del Personale",2016,D63H13000200001,,Nazionale,Provveditorato Interreginale alle OO.PP. per la Toscana Marche Umbria - Firenze,80027890484,3,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),"a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...",1,NUOVA REALIZZAZIONE,10054009,ITE21,Nazionale,Castiglion del Lago Caserma G.d.F. Completamento Hangar Centro Cinofilo,REALIZZAZIONE HANGAR DI ADDESTRAMENTO CINOFILO PRESSO GLI SPAZI IN USO ALLA CASERMA,Mq,"200,00",5,36,PUBBLICA SICUREZZA,999,ALTRE OPERE PER LA PUBBLICA SICUREZZA,45216110-8,No,"200.000,00","160.000,00","131.280,00",,,"82,05",N,,"200,00","200,00",Si,,,,,,,Si,,,,,Si,Si,,,In progetto per l'opera,No,,2013,10/04/2014,,"CASERMA ""FIN. CIN. DARIO CINUS M.A.V.C.""",No,,"VIA LUNGOLAGO, 46",99,elenco annuale lavori cap.7341- esercizio finanziario 2013,,Art.4 c. 2 Lett. b),,8.00278904842016E+017,43.1048926404131,12.0171243332098
"Ministero delle Infrastrutture e dei Trasporti - Dipartimento per i Trasporti, la Navigazione, gli Affari Generali e del Personale",2016,D19E97000000001,,Nazionale,Provveditorato Interreginale alle OO.PP. per la Toscana Marche Umbria - Firenze,80027890484,3,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),"a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...",1,NUOVA REALIZZAZIONE,9048017,ITE14,Nazionale,Lavori di costruzione del  complesso Scuola Marescialli Castello lotto A - Opere stralciate,"REALIZZAZIONE, LOTTO A",Mq,"205.000,00",5,32,DIFESA,90,CASERME,45216110-8,No,"215.600.000,00","172.480.000,00","139.708.800,00",,,"81,00",N,,"223.234,53","223.234,53",Si,,,,,,,Si,,,,,Si,Si,,,In progetto per l'opera,No,,1997,09/09/2010,,SCUOLA BRIGADIERI E MARESCIALLI DEI CARABINIERI,No,,VIALE XI AGOSTO,0,,MINISTERO INFRASTRUTTURE E TRASPORTI - DIREZIONE GENERALE EDILIZIA STATALE E INTERVENTI SPECIALI E PROVVEDITORATO INTERREGIONALE ALLE OPERE PUBBLICHE TOSCANA E UMBRIA,Art.4 c. 2 Lett. b),,8.00278904842016E+017,43.7799679046615,11.244942607805
"Ministero delle Infrastrutture e dei Trasporti - Dipartimento per i Trasporti, la Navigazione, gli Affari Generali e del Personale",2016,D65D10000380001,,Nazionale,Provveditorato Interreginale alle OO.PP. per la Toscana Marche Umbria - Firenze,80027890484,3,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),"a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...",1,NUOVA REALIZZAZIONE,9052032,ITE19,Nazionale,Siena Comando Provinciale VV FF - Completamento sistemazioni esterne,PERIZIA N.408/B - LAVORI DI COMPLETAMENTO COSTRUZIONE NUOVA SEDE DEL COMANDO VIGILI DEL FUOCO DI SIENA - 2^ STRALCIO FUNZIONALE.,Mq,"3.000,00",5,36,PUBBLICA SICUREZZA,2,EDIFICI ED INFRASTRUTTURE PER LA PROTEZIONE CIVILE,45216121-8,No,"3.438.000,00","2.750.400,00","2.227.824,00",,,"81,00",N,,"2.500,00","2.500,00",Si,,,,,,,Si,,,,,Si,Si,,,In progetto per l'opera,No,,2010,03/02/2011,,NUOVA SEDE DEL COMANDO PROVINCIALE DEI VIGILI DEL FUOCO DI SIENA.,No,,STRADA DI RUFFOLO,0,,,Art.4 c. 2 Lett. b),,8.00278904842016E+017,43.3105117412066,11.33376916188
"Ministero delle Infrastrutture e dei Trasporti - Dipartimento per i Trasporti, la Navigazione, gli Affari Generali e del Personale",2016,D88D04000000001,,Nazionale,"MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI 
PROVVEDITORATO INTERREGGIONALE ALLE OO.PP. LOMBARDIA E EMILIA ROMAGNA - SEDE DI MILANO",80108810153,3,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),"a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...",1,NUOVA REALIZZAZIONE,3016037,ITC46,Nazionale,"lAVORI DI COSTRUZIONE DELLA NUOVA CASERMA DEI CARABINIERI DI BREMBATE (BG) 
(ALLOGGI)","Nuova Caserma dei Carabinieri  - Si tratta di una struttura caratterizzata da tre piani fuori terra con impronta rettangolare  
 
Sono ultimati i lavori di primo stralcio funzionale, per una perntuale del 75%  
 
I lavori sono stati programmati ab origine con l'esecuzione di due stralci funzionali consecutivi.",Mq,"1.700,00",5,32,DIFESA,90,CASERME,75241000-7,No,"1.700.000,00","1.446.156,65","1.446.108,70",Si,"500.000,00","74,31",,,"1.700,00","1.700,00",Si,,,,,,,Si,,,,,Si,No,,,In progetto per l'opera,No,,2004,02/03/2006,,CASERMA DEI CARABINIERI,No,,VIA MONTE GRAPPA,99,ACCORDO DI PROGRAMMA QUADRO IN MATERIA DI SICUREZZA DEL 28/05/2004,ACCORDO DI PROGRAMMA QUADRO IN MATERIA DI SICUREZZA DEL 28/05/2004,Art.4 c. 2 Lett. e),,8.01088101532016E+017,45.6079562353648,9.54803574755895
"Ministero delle Infrastrutture e dei Trasporti - Dipartimento per i Trasporti, la Navigazione, gli Affari Generali e del Personale",2016,D48D05000050001,,Nazionale,"MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI 
PROVVEDITORATO INTERREGGIONALE ALLE OO.PP. LOMBARDIA E EMILIA ROMAGNA - SEDE DI MILANO",80108810153,3,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),"a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...",1,NUOVA REALIZZAZIONE,3012118,ITC41,Nazionale,"Lavori di costruzione della nuova caserma dei carabinieri di Samarate (VA) 
(ALLOGGI)","COSTRUZIONE NUOVA CASERMA DEI CARABINIERI. 
Nuova Caserma dei Carabinieri. Si tratta di una struttura caratterizzata da tre piani fuori terra, con impronta ad U zoppa, con una superificie lorda di circa 1700 mq.  
Sono ultimati i lavori di primo stralcio; i lavori sono stati programmati ab origine con l'esecuzione di due stralci funzionali consecutivi.",Mq,"1.700,00",5,32,DIFESA,90,CASERME,,No,"1.700.000,00","1.369.866,20","1.320.004,65",Si,"500.000,00","70,59",,,"1.700,00","1.700,00",Si,,,,,,,Si,,,Si,,Si,No,,,In progetto per l'opera,No,,2005,16/01/2006,,CASERMA DEI CARABINIERI,No,,VIA RICCI,99,CONVENZIONE TRA S.I.I.T  LOMBARDIA - LIGURIA E COMUNE DI SAMARATE,CONVENZIONE TRA S.I.I.T  LOMBARDIA - LIGURIA E COMUNE DI SAMARATE,Art.4 c. 2 Lett. e),,8.01088101532016E+017,45.6234411754335,8.78251325588453
"Ministero delle Infrastrutture e dei Trasporti - Dipartimento per i Trasporti, la Navigazione, gli Affari Generali e del Personale",2016,D79F07000040001,,Nazionale,"MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI 
PROVVEDITORATO INTERREGGIONALE ALLE OO.PP. LOMBARDIA E EMILIA ROMAGNA - SEDE DI MILANO",80108810153,3,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),"a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...",1,NUOVA REALIZZAZIONE,3012083,ITC41,Nazionale,Lavori di costruzione della nuova Caserma dei Carabinieri di Induno Olona,LAVORI DI COSTRUZIONE NUOVA CASERMA DEI CARABINIERI DI INDUBO OLONA (VA) - 1? LOTTO,Mq,"1.800,00",5,36,PUBBLICA SICUREZZA,999,ALTRE OPERE PER LA PUBBLICA SICUREZZA,,No,"1.900.000,00","1.400.671,32","1.400.671,32",Si,"600.000,00","70,01",N,,"1.900,00","1.900,00",Si,,,,,,,Si,,,,,Si,No,,,In progetto per l'opera,No,,2007,09/01/2008,,CARABINIERI INDUNO OLONA (VA),No,,VIA ------,1,ADPQ IN MATERIA DI SICUREZZA TRA GOVERNO E REGIONE LOMBARDIA DEL 14/05/2004,,Art.4 c. 2 Lett. e),,8.01088101532016E+017,45.8567762688938,8.83588553463908
"Ministero delle Infrastrutture e dei Trasporti - Dipartimento per i Trasporti, la Navigazione, gli Affari Generali e del Personale",2016,B56G06000060007,,Nazionale,Consorzio Autostrade Siciliane,1962420830,3,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),"a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...",51,COMPLETAMENTO DI NUOVA REALIZZAZIONE,0,ITG19,Nazionale,"Lotto ""B"" impianti elettrici di illuminazione di segnalazione, soccorso e telecontrollo Lotto 3 Avola 4 Noto e 5 Rosolini Autostrada SR-Gela","Lotto ""B"" impianti elettrici di illuminazione di segnalazione soccorso e telecontrollo Lotto 3 Avola 4 Noto e 5 Rosolini Autostrada SR-Gela",Ml,"40,00",1,1,STRADALI,11,AUTOSTRADE,45231000-5,No,"24.843.358,37","14.932.043,21","12.196.833,16",Si,"2.735.210,05","69,04",,,"1.688,60","1.688,60",Si,,,,,,Si,No,No,No,Si,No,Si,No,,,In progetto per l'opera,Si,No,2006,26/07/2006,,,No,,,99,PROGRAMMA OPERATIVIO REGIONALE (POR) sicila,PROGRAMMA OPERATIVIO REGIONALE (POR) sicila,Art.4 c. 2 Lett. e),,1.9624208302016E+016,,
Regione Abruzzo,2016,I44H16000140005,,Regionale,COMUNE DI CASTILENTI,81000270678,3,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),"b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...",7,MANUTENZIONE STRAORDINARIA,13067014,ITF12,Regionale,MANUTENZIONE STRAORDINARIA CENTRO POLIFUNZIONALE,MANUTENZIONE STRAORDINARIA CENTRO POLIFUNZIONALE,Mq,"5.000,00",5,12,"SPORT, SPETTACOLO E TEMPO LIBERO",98,IMPIANTI SPORTIVI,45400000-1,No,"70.000,00","61.500,00","60.243,00",Si,"200.000,00","23,04",N,,"200,00","200,00",,,,,Si,,,Si,No,No,No,No,Si,No,,,In progetto per l'opera,No,,2016,05/05/2016,,CENTRO SPORTIVO,No,,VIA FONTANA VECCHIA,0,,,Art.4 c. 2 Lett. e),,8.10002706782016E+017,42.5355897535094,13.9413374710066
"Ministero delle Infrastrutture e dei Trasporti - Dipartimento per i Trasporti, la Navigazione, gli Affari Generali e del Personale",2016,D49E06000090001,,Nazionale,Provveditorato Interreginale alle OO.PP. per la Toscana Marche Umbria - Firenze,80027890484,3,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),"a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...",1,NUOVA REALIZZAZIONE,10055032,ITE22,Nazionale,Terni Caserma VV FF  Opere di completamento per la realizzazione di eliporto e viabilit� presso Polo Didattico,REALIZZAZIONE POLO DIDATTICO NAZIONALE TECNICHE SPELEO-ALPINE-FLUVIALI,Mq,"2.660,00",5,32,DIFESA,90,CASERME,45216121-8,No,"2.000.000,00","1.600.000,00","1.104.000,00",,,"69,00",N,,"2.115,00","2.115,00",Si,,,,,,,Si,,,,,Si,Si,,,In progetto per l'opera,No,,2006,30/11/2010,,CASERMA VIGILI DEL FUOCO DI TERNI,No,,VIA PROIETTI DIVI,0,,BILANCIO MINISTERO INFRASTRUTTURE E TRASPORTI CAP. 7341  CONTO RESIDUI 2006  CONTO COMPETENZA 2007,Art.4 c. 2 Lett. e),,8.00278904842016E+017,42.5795952686587,12.6605602480384
"Ministero delle Infrastrutture e dei Trasporti - Dipartimento per i Trasporti, la Navigazione, gli Affari Generali e del Personale",2016,D89H11000690001,,Nazionale,"MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI 
PROVVEDITORATO INTERREGGIONALE ALLE OO.PP. LOMBARDIA E EMILIA ROMAGNA - SEDE DI MILANO",80108810153,3,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),"a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...",1,NUOVA REALIZZAZIONE,3012138,ITC41,Nazionale,"Lavori di costruzione della nuova Caserma dei Carabinieri di Vergiate 
(ALLOGGI)",COSTRUZIONE DELLA NUOVA CASERMA DEI CARABINIERI.,Mq,"1.800,00",5,32,DIFESA,90,CASERME,,No,"2.025.000,00","1.107.166,43","1.101.748,75",Si,"600.000,00","64,54",N,,"2.000,00","2.000,00",Si,,,,,,,Si,,,,,Si,No,,,In progetto per l'opera,No,,2011,03/10/2011,,CASERMA DEI CARABINIERI,No,,VIA DEI QUADRI SNC,1,Accordo di Programma Quadro in materia di sicurezza,,Art.4 c. 2 Lett. e),,8.01088101532016E+017,45.7316353557142,8.69988129005005
